abstract,categories
" the satellite map only shows the buildings, and their functions are speculation by the media, i’ve been to xinjiang and some of my friends are from korla. and now you’re telling me you know there better than us coz you read newspaper",:sweat_smile:
 think again exnep ; xinjiang share a lot in common. ,:point_down:
" agreed. qanon is the biological child of a culture of division, secrecy, distrust, othering, and misinformation purposefully nurtured from the top. kuwait incubator babies, iraq wmd, syria gassing its people, xinjiang genocide...these are almost qanon juicy but with real impact",:man_shrugging:
h;m and other brands are facing major backlash after a boycott was launched on chinese social media. consumers are unhappy that the brands cut ties with cotton suppliers in xinjiang over the use of uyghur forced labour. in full  ,:point_down:
"“Some Chinese companies have responded by reshuffling their #supplychains, funneling #polysilicon and other solar products they manufacture outside #Xinjiang to American buyers, and then directing their Xinjiang-made products to #China and other markets.”  ESG #CSR #sanctions",:thinking_face:
 “forced labor in china is rewarded with indentured pay” is no better than saying “black slaves post slavery could ‘buy’ freedom via indentured servitude”  #xinjiang #ccplogic,:clown_face:
" why are they growing in number If the Uighurs were exterminated?Xinjiang's mosques have disappeared?The number of mosques in China is indeed more than twice the sum of the mosques in the US, UK, France, and Germany. Don't fucking pretend to care about Muslims,you filthy brutes",:rage:
"us government killed muslim in iraq, afganistan, and syria, but they are concern about muslim’s human right in xinjiang. mind your own business people when hundreds of innocent were killed by gunshot each day and minority are suffering from discrimination #xinjiang",:face_vomiting:
" this is just my current understanding and i can't guarantee that my views are completely correct as i am not a uyghur. if you see any solid evidence about human rights issues in xinjiang, hopefully you can let me know",:sparkles:
 The most sensible post about Xinjiang I've seen in a while ,:thumbsup:
" china's first census was conducted in 1953, the total population of xinjiang was 4.8736 million. china's sixth census was conducted in 2010, the total population of xinjiang was 21.8158 million, an increase of nearly 3.3 times in 57 years. the rumor maker is a clown",:clown_face:
"#2 is moral &amp; would be huge narrative boost for US 2 vaccine donation modes:Donate in exchange for concessions (ignore Hong Kong, Xinjiang, Tibet) Work thru intl institutions, multilateral relationships to provide based on need via",:point_down:
" yes, we will see! you have no idea how much chinese people love their country and how many real uyghur friends are fighting for china. twitter had silenced many real uyghur tweeter accounts from xinjiang. welcome to the fake the freedom of the speech!",:smile:
A video of Nike trainers set alight has been viewed thousands of times in posts claiming they were burned in response to the brand’s critical stance on Xinjiang cotton We found the original video posted online before the Nike-Xinjiang row erupted,:fire:
migrant kids as young as 7 are forced to work in xinjiang cotton farms!  wait! it actually happens in the u.s. can we fix the abuse at home before acting sanctimonious about china? ,:sob:
"Comment on thisMalaysian newspaper.Witnessing the real Xinjiang, foreign diplomats debunk lies | The Star",:point_down:
" here are real xinjiang uyghurs ; other ethnic groups has delivered their msg, refuting all lying lunatic, stereotypes genocide falsely claims, nonsense sterilization propaganda by diplomats clowns!  scroll up and down check it out.",:clown_face:
"#xinjiang even though many people don't even know where xinjiang is, they still believe there are no human rights in xinjiang ",:blush:
 please find out where xinjiang is on the map first. thank you,:sweat_smile:
So now we know a lot of #Bitcoin mining hashrate is dependent on coal power in #Xinjiang #EastTurkistan ... How much of that coal is mined by enslaved #Uyghur people? ,:thinking_face:
" HAHAHA he showed his support for Xinjiang manufactured cotton by attaching a  to a Weibo repost  He commented below again """"I support lamb skewers too"""" I'm so done with him ",:sob:
"if you’re wondering how westerners could believe the insane stories about uyghurs and xinjiang, go back to the height of the syrian war. bana alabed the 6-year-old — who couldn’t speak english — was tweeting like this  and everyone believed her. we live in a dumb world ",:point_down:
" my current and only citizenship is . i remember when  tried to invade xinjiang, or dzungaria for the people who know, in 1946 before the prc was even independent  ",:wink:
 “you’re unqualified to judge affairs in xinjiang china.” “xinjiang residents tells about xinjiang.” “uyghurs refuting false claims by vicious nonsense clowns” these are the real xinjiang channels.,:clown_face:
yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahouse zhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house:older_woman: ,:zzz:
we all love xinjiang cotton!  ,:thumbsup:
xinjiang'cotton why is the western media prefer to write fake news about xinjiangfor traffic？？？ ,:blush:
"as a native of xinjiang, i firmly resist anyone to smear my hometown and china in any form! i hope everyone will be a """"discerning person"""". don't believe everything you see on the internet. what you see is true! welcome to visit xinjiang! witness the so-called """"forced labor"""":slightly_smiling_face: ",:flag_for_China:
" There are still 24,000 mosques in Xinjiang.. guess how many in US",:upside__down_face:
"In 1949, the P.R.China was founded, Xinjiang was liberated peacefully. In 1955, Xinjiang Uygur Autonomous Region was established. Under the leadership of the CPC, Xinjiang has witnessed fundamental social &amp; economic change, and it is in its best period of prosperity &amp; develpt.",:arrow_down:
"march 9, 2021 #bannon we continue to deal with the ccp as usual, which will give them two licenses to imprison people, promote the concentration camp system, and export this totalitarian model of genocide to the world 2-2 #xinjiang #genocide #ccp ",:scream:
" your id card says chinese, but you can't read it? isn't that funny? that means you are a fake xinjiang person, embezzle other people's id card, your id card says xinjiang, but you say you are east turkistan people?",:face_with_monocle:
" china is threatening everyone who speaks out on human rights for xinjiang cotton “ take it or leave it “ setting h;m as example , while nike, adidas are also on fire even not as big as h;m. while the local sport brand “ li ning “ design for paris fashion week  ",:point_down:
"Extremely bizzare position to take. What's happening in Xinjiang is nothing short of ethnic cleansing and genocide based on the available information. Yet your response is, correct me if I'm wrong, we dont express our opinion on those things ",:arrow_down:
Genocide against #Uyghurs is happening in #Xinjiang Freedom fighters in #HongKong #Tibet etc. are risking their lives to #FightForFreedomThe world must tell #China  We do not accept thisAgree? Share your idea #NoBeijing2022,:point_right:
True. PLA raids villagers in Xinjiang like ANA in Behsud ,:clown_face:
"we must continue to make aotearoa new zealand a country where everyone feels safe ; welcome the same commitment is needed worldwide, given widespread discrimination against muslim refugees, the treatment of rohingya people, arbitrary detention of uyghurs in xinjiang ; more...",:heart:
" The western media has blamed #China for human rights violations in #Xinjiang. Bejing has pushed back against those accusations. AsAsia Times journalist Pepe Escobar explains, there may be geopolitics at play behind the western #narrative. ",:flag_for_China:
" same apply to you. and extra chinese saying for you眼见为实，耳听为虚；兼听则明 偏信则信。 for those who spread fake news on xinjiang’you can fool all the people some of the time, and some of the people all the time, but you cannot fool all the people all the time. ‘",:upside__down_face:
" trump has destroyed us soft power and exposed it so much that there’s no moral high-grounds or examples that us can flash on rest of the world. taiwan, hong kong ; xinjiang, kashmir, palestine are casualties of us losing grace. us wants to contain china at the cost of endia. ",:innocent:
"Considering Xinjiang is related to solar energy, belongs to China, all these countries who against Xinjiang cotton should against everything of ChinaCome on, why set a limit?",:sweat_smile:
"these are the """"real"""" actors and xinjiang propagandists :face_with_raised_eyebrow: #xinjiangpropaganda ",:flag_for_China:
"Uninstalled Twitter and VPN before visiting Xinjiang a week ago. Now that I install them back after landing in Wuhan, only to find out the world has been panicking about #ChineseRocket.",:man_shrugging:
#ludemedia mar 10 eve :flag_for_United_States:blinken to meet :flag_for_China:top diplomats mar 18 in alaska he's confirmed to address the xinjiang genocide issue he won't stop in :flag_for_China:during his asia trip :white_check_mark:lude: :flag_for_China:lose face :flag_for_China:propaganda: biden more hawkish than trump warns biden has fatal weaknesses ,:fire:
" i understood your tweets as some kind of gotcha along statements as """"do you know how many places had higher drops…"""" and bragging in what percentile you manage to xinjiang in. that seemed to me you didn't knew what you were doing ",:face_with_monocle:
"I distinctly remember saving it along with other videos from your channel to watch when I had more time. I saved it after watching your fantastic reporting on the ground and excellent interview of the imam from Xinjiang.When I went back to watch it today, it was just gone! ",:flushed:
" #Xinjiang #CrimesAgainstHumanity #Istanbul #UN75 As mass detentions and surveillance dominate the lives of #China’s #Uyghurs and #Kazakhs, a woman struggles to free herself. #crowdfunding  ",:arrow_right:
Morning #Xinjiang ,:blush:
What about spreading fake news about genocide in Xinjiang? If you really want to find a genocide look at Palestine! ,:rage:
"poor people are being led by public opinion, and you don’t know what is happening on chinese soil. fake news fake news! people in xinjiang live better than you, poor westerner.",:man_shrugging:
" United KingdomUK parliament declares genocide in China's Xinjiang, raises pressure on Johnson ",:rotating_light:
 let's start with the origin of this fabricated xinjiang story -- the united statesi wonder if americans look at themselves in the mirror.would you be ashamed. ,:grinning:
 It’s important to keep the electrical grid running in Xinjiang apparently...,:flushed:
"“People don’t know who Pompeo is or what he’s saying,” Imin said. “How would they know what Mike Pompeo is saying about the Uyghurs?” ……You are a Uygur friend living in Xinjiang. Do you know Pompeo?",:sweat_smile:
" show proofs. u so care about xinjiang's human rights and u don't even care about indian's human rights..so.. in ur mind, chinese ; indian ",:grin:
 yeah yknow that last one is about how all muslim countries agree with china's xinjiang policy and say there's no genocide the rest is state department bunk ,:man_shrugging:
Can we afford to look the other way once you learn about the level of exploitation and destruction being caused?! A few thoughts on the issues related to Xinjiang cotton and what we can do about it. ,:point_down:
 11... what? the overall population of xinjiang is about 25 million and 45% of them are uyghurs  not all of them are stated to be in the camps/centres/whatever you want to call them. the people who say that the genocide isn’t happening do make an overall point - don’t trust west,:sob:
 that doesn’t mean it’s not going on though. after all the ccp doesn’t let anyone in to investigate independently. you surly know that. i know a uyghur who has had her whole family stolen and is terrified even to talk. why don’t you go to xinjiang yourself and investigate john? ,:thinking_face:
There is a lot going on at the moment but if you have a moment and any amount of money to spare please donate to our fund to hold China accountable at the #ICCfor crimes being committed against #Uyghurs  #Xinjiang #UyghurWomenNeedHelp,:pray:
i finally finished 's video on debunking the uyghur genocide and yeah. i think he did exactly that. thank you comrade for being so thorough and helpful when it comes to explaining yourself and xinjiang as a whole ,:grin:
"we are now living in the 21st century but here in asia, specifically in xinjiang china, myanmar, thailand and philippines. violence and killings of protestors against the government are just a “norm”. ",:rage:
"Our 0700 Daily Briefing today; German companies may face fines for supply chains in Xinjiang, China:flag_for_United_States::dollar:US supports a minimum global corporate tax rate of at least 15%:ear_of_rice::glass_of_milk:Oatly up 18% on Nasdaq debut:flag_for_France::syringe:France bring forward all adult vaccination access:flag_for_Israel::flag_for_Palestinian_Territories:Ceasefire !",:flag_for_China:
"If China was behind the military's action in Myanmar, why does it get so little coverage in the west?I wouldthink USA would be all over it 24/7 like in HK or Xinjiang. Is this why?",:thinking_face:
"partly addresses my previous tweet on rhetoric on china. but note that there's no mention of xinjiang, hk, or democracy/human rights in the article. so can we assume those are real concerns, and not myths? ",:point_down:
 technically xinjiang street is just a couple of subway stops away ,:sweat_smile:
#china reports #australia to the un over its treatment of asylum seekers. (some genuine claims to be investigated here.) meanwhile beijing continues to reject evidence of the mass detention and abuse of uyghur muslims in xinjiang.   :flag_for_Australia: ,:fire:
"Good so you're saying they got what they deserved.But they didn't STEAL Tibet, Inner Mongolia, Xinjiang. They're not killing Uyghurs &amp; the Falun Gong. And they don't have a dictator Douchebag called Xi Pingping aka Winnie the POOP as President.:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",:thumbsup:
" Otherwise, as a nation may well start losing itself as an cultural &amp; institutional entity, &amp; Xinjiang et al may well start decoupling from  like yesterday, that obviously keeps chairman Xi often awake from his otherwise beautiful Dream at night.",:flag_for_China:
Great read from Xinjiang#China #Xinjiang #cdnpoli #XiJinping,:point_down:
This Manitoba couple lived in #Xinjiang for 10 years. They can no longer stay silent about what they saw“We could see one camp from the road we lived on … just 10 minutes down our street..... ,:rotating_light:
so the west is decrying that the chinese gov't is genociding the uyghurs but when they are asked to come to the area and see for themselves what is happening in xinjiang their like nahhhhhhhhh maybe later.,:zany_face:
 the fact that the chinese government are currently carrying out a genocide in #xinjiang is 'conspiracy type propaganda'? the first results are mainstream largely left leaning news sources ,:sweat_smile:
" i'm from xinjiang,nothing you said exist there...please don't believe in those bogus news,appreciate for concerning, we are really not suffering from anything,you can come to visit us after pandemic and see everything by yourself,wish you all the best!",:satisfied:
Happy USA?! The Star Online: Japan's ketchup maker stops tomato paste imports from China's Xinjiang region.via ,:face_with_monocle:
" Sterilising millions? Ever question western msm reporting on non-western countries? The rest of the world ... Latin America, Africa, ASEAN, Russia, Middle East. Malaysian newsWitnessing the real Xinjiang, foreign diplomats debunk lies | The Star",:point_down:
you will be my go-to man when I am in Xinjiang.,:wink:
 Hahaha Uyghurs ? The only thing China doing to Uyghurs is cleaning what ur fellow saoudi camels ( with the help of the Us ofc ) propagated all around the Muslim world  u don't know no shit about the Xinjiang and it's history please stay quiet,:satisfied:
 yeah we should consider china style building toilets by demolishing mos-ques of xinjiang,:thumbsup:
"my dad grew cotton in xinjiang, and i have uyghur family, now i just want to slap those rumormongers in the face. go fuck yourself滚，爬你妈逼 #xinjiang",:grin:
girl are you from xinjiang? because i feel uighur-nna have a good time together ,:heart_eyes:
 Lmao I guess CIA got the Annual subscription for Propaganda piece I wonder why is there not 1 single actual picture or video showing the 'Genocide' in Xinjiang? Hmmm wondering,:clown_face:
"chinese call for a boycott of because it won’t use cotton from #xinjiang, thrusting the clothing retailer into the asian nation’s #humanrights controversy. this video shows the spectacular presentation when workers are using machines to pick cotton.  #china #uighurs #hm ",:smiley:
they boycotting nike and h;m in china cuz they refuse to use xinjiang cotton that is likely to be from forced labor of uighurs as if they aint gonna go back to buying it the next day  they so damn sensitive i stg,:sob:
" It's fair to reserve judgement until Ethereum completes its consensus mechanism upgrade. But it's ridiculous to see everyone sharing """"Bitcoin is Eco-frindly"""" articles on Earth Day a week after the hashrate dropped 40% because of Xinjiang coal mining accidents.",:thumbsup:
There is a definite surge of foreign pro-CCP influencers travelling to #Xinjiang this weekend. We can expect more  propaganda and coerced #Uyghur street dance performances coming out from there in the next few days :face_with_rolling_eyes: #UyghurGenocide is completely being ignored :cry:,:flag_for_China:
"Thereafter, Islam dominated southern Xinjiang while Buddhism dominated northern Xinjiang. In the mid-14th century, the rulers of the Eastern Chagatai Khanate spread Islam to the northern edge of the Tarim Basin, the Turpan Basin and Hami by war and compulsion.",:arrow_down:
 Why Xinjiang people not waiting for Iftar !,:smile:
 minister yang xiaoguang gave a calm and lucid rebuttal of the european parliament and us claims regarding matters in xinjiang province. how are we little people supposed to differentiate the mighty propaganda wings of china and the us?,:thinking_face:
why does the uyghur american association talk about the election of a black president in america but not the election of an uygur president in xinjiang? it’s as if they are omitting certain facts while over-emphasising others to drive a particular narrative. now why do that?  ,:thinking_face:
Continue final.. Look karamay county of china xinjiang then you will find the answer.Stay healthy and safety always my all friends.,:innocent:
 :flag_for_United_States::flag_for_Hong_Kong: people knew all chinese stars are controlled by the ccp's propaganda department.（宣傳部） 1.4 billion chinese customers are going to boycott xinjiang cotton.:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: #hm #ccp #nike #新疆棉 #xinjiangcotton #泛亞 ,:heart:
" countries adopting that dubious motion should stop shedding crocodile tears over xinjiang, it is an insult to the livelihoods and the decency of the people in xj  ",:point_down:
"China  leads in Bitcoin mining by a large margin.While some provinces like Sichuan and Yunnan use the surplus hydro power, mining in Inner Mongolia and Xinjiang uses some of the surplus of coal production there .",:flag_for_China:
" thank you for raising awareness of these sickening human rights violations in xinjiang, i believe your efforts will help make real change soon for people suffering there - thank you god bless you and your loved ones. best wishes from london, clarine",:clap:
"the problem is winter, there is not enough rain, so miners needs to move to other regions such as xinjiang ; inner mongolia, and these regions are currently producing more than 50% of their electricity through thermal energy, aka...burning coal. but",:point_down:
the u.s. and its allies are putting #sanctions on certain chinese officials. these individuals allegedly have links to what the united states calls a genocidal campaign against the #uyghurs in #china’s western xinjiang region. sign up for our newsletter  ,:point_right:
 this answers a few questions  watch: china cables exposes chilling details of mass detention in xinjiang - icij ,:point_down:
" completely photoshopped and fake, the real xinjiang doesn't look anywhere near like that. if your hell bent on lying to the world your gonna need to do much better than this! ",:wink:
 hey hugo boss - let’s make it clear. do you buy and/or use xinjiang blood cotton in your supply chain??? please clear the air. ,:pray:
Exactly our beautiful Xinjiang is a wonderful land! So the liers are blind!UNDERSTAND?,:zany_face:
"Eid Mubarak, many of us will be celebrating with a heavy heart today whilst our Ummah in Palestine, Kashmir, Xinjiang and so many more are suffering. Please continue to keep them in your duas. #EidAlFitr ",:heart:
" """"Normality is the best way to fight against demonization, they're just living their life no matter what you say."""" Great to see people having fun in #Xinjiang ",:thumbsup:
"yes indeed, the US did invade, bomb and occupy multiple Muslim majority countries which lead to the deaths of 100’s &amp; 1000’s. BUT, today the US is very concerned about the Muslims in #Xinjiang ",:thinking_face:
" you #xinjiang people were normally not allowed to be on twitter because twitter is blocked in china, except for propaganda ",:wink:
news headlines on our #topoftheworld  newsletter merkel reverses plan for easter lockdown apparel brands feeling the heat after speaking out against human rights abuses in xinjiang :flag_for_United_States:vp kamala harris tapped to tackle migration at us-mexico border ,:flag_for_China:
" aha and why aren’t independent foreign journalists allowed to check for themselves the conditions in xinjiang? what a piece of -government, even your propaganda ist bs.",:shit:
a european company and u.s. trade groups resist #forcedlabor in #xinjiang. the effort triggers a boycott in china. watch here ,:fire:
We know many thousands of petitioners are concerned about the treatment of Uyghur Muslims in Xinjiang. Watch theCommittee questionMinister for Asiaon this issue LIVE ,:point_down:
" that’s one mosque for every 800 muslims. meanwhile in xinjiang where muslims are allegedly being persecuted and even genocided, there are 12m muslims and 24,000 mosques, a mosque for every 500 muslims. ",:thinking_face:
"as allegations of #humanrights violations in xinjiang mount, china is pushing back with an unprecedented and aggressive campaign focused on discrediting the female uighur witnesses who have made claims of abuse.  #madeinfreedom #slavefree #rightstech ",:point_right:
"say, a certain level of gov't and/or societal discrimination, esp. in Xinjiang itself?",:thinking_face:
Very informative on Islam in Xinjiang.,:point_down:
" that's why america has the no.1 propaganda in the world.  they killed musilin, the genocide native americans, and now, they are patron saint of chinese musilin, that's funny, isn't it? i sincerely invite you to visit xinjiang when we reopen it. ",:sweat_smile:
Our Nasredine (阿凡提) In Xinjiang has numerous tricks in his bags.  The Shangri-La is not in Nepal. It's in Xinjiang!,:smile:
18th bend of the mountain road kashgar region of xinjiang  ,:heart_eyes:
 those photos speak for themselves of how xinjiang is like ,:thumbsup:
Maybe just because they're showing the REAL everyday life in #Xinjiang ,:zany_face:
 Ahah just Open your eyes man... Bitcoin consumes too much electricity. #EarthDay #Xinjiang do you thing it stay n°1 in the futur ? ,:sweat_smile:
 thank to we had the great honour to (re)discover a little bit more about xinjiang uyghur autonomous region ,:grin:
 Exactly - I know just the perfect vacation spot for them in Chinacalled the “Xinjiang re-education camps” ,:smile:
 no her argument is that there is nothing similar to the past genocide happening in xinjiang ,:wink:
"almost every “reliable source” on what’s going on in xinjiang can be traced back to adrian zenz, a right wing extremist who says he’s “led by god on a mission against china”... Keep that in mind when u read about xinjiang in western media",:thumbsup:
Bull again. Japanese government doesn’t believe “genocide” in Xinjiang.,:shit:
" so what? sorry, i don't feel anything from them. cause every country have their problem.  if you say like that, i want to say you have to feel ashamed cause you guys made covid-19 and every countries know that. one more, just think about your human right of xinjiang.",:thinking_face:
"#xinjiang americans think workers in xinjiang are forced to work,maybe just because they always force blacks and latins to work.",:thinking_face:
 wake up! use your brains and use your critical skills. i dared you to post a video here of how good life is over there in xinjiang  but you cannot produce one. and you want me to believe all the fairy tales your government has fed you? ,:smirk:
" If ETAA didn't serve an anti-China agenda, it would attract ASIO scrutiny for its extremist links, including to hate preachers banned in the UK etc, &amp; the Washington-based ETGE, whose """"Prime Minister"""" tells known terrorists their enemy is in Xinjiang. Is that acceptable to you?",:arrow_down:
#Volkswagen's plant in #Xinjiang is in a tangle,:rotating_light:
"Xinjiang's flowering season 2 :As long as the spring rain drenched, in mid-may to the beginning of June, from west of the Huocheng county,in the middle of yining county, east to nilka county,red flowers were blooming among the tianshan north slope.",:point_right:
"So finally #China comes in support of Muslims , calling themselves as a true friend of Muslims across the globe. Is #China recommending #Xinjiang treatment for Muslims globally?",:thinking_face:
 maybe you should go to xinjiang to see the real situation. i only traveled to xinjiang last year.,:sweat_smile:
"march 9, 2021 #bannon we continue to deal with the ccp as usual, which will give them two licenses to imprison people, promote the concentration camp system, and export this totalitarian model of genocide to the world 1-2 #xinjiang #genocide #ccp ",:scream:
" people in xinjiang are happy to find a job to improve their life. how does it become’ forced labour’? is that any false to get jobs? moreover, today in xinjiang, people use machines to harvest cotton  so hope your unemployment rate is higher and higher! people work is ‘forced’",:smile:
What's China's 're-education camp' in Xinjiang really about? via #:clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone::clapping_hands_medium-dark_skin_tone:,:thinking_face:
"They over-generalize the “Halal” concept, stamping food, medicine, cosmetics, clothing, etc. with the Halal symbol. They turn a blind eye to the diverse and splendid cultures of Xinjiang created by all its ethnic groups.",:arrow_down:
"which is the most polluted city in the world, according to the iqair 2020 world air quality report? a. dhaka b. xinjiang c. new york d. new delhi reply answer  please  ; retweet  #currentaffairs #mcq #gk #generalawareness #bestcurrentaffairs",:heart:
another lss of the day hngg yingkouindahouse qinhuangdaoindahouse japanindahouseand  hainaninda house  xinjiang  in  dahousezhejiangwenzhouinda housewe:martial_arts_uniform:got:red_circle:chongqing:tropical_fish:in :fried_shrimp:da:earth_americas:house:leopard:and:turtle:china:cloud_with_tornado:in:cherry_blossom:da:pancakes:house:older_woman:,:zzz:
actors vow to boycott georgia and only film in the xinjiang region of china | the babylon bee.  ,:thumbsup:
"Sibel Edmonds, a former #FBI staff, exposed as early as 2015 how the #US planned to use #Xinjiang against #China.Watch  ",:point_right:
 so u came to xinjiang and saw the “genocide” here? or u just think that the videos and reports online are truthswhy do u choose to be blind to the statement from real uyghurs who said they are having a normal life in xinjiang? there's another chinese saying: 欲加之罪 何患无辞,:grin:
"China's Xinjiang blackout caused a huge temporary dip, one you should have taken advantage of while you could. I sincerely hope you did. #SAFEMOON :first_quarter_moon_with_face::thumbsup: ",:wink:
 haha  that means no restrictions going to xinjiang? ha! freely in ; out! even freely fled xinjiang to australia? how cool isn’t it? another paid actors?  something doesn’t match with the peoples really lives in xinjiang china stories?,:satisfied:
"china sanctions uk businesses, mps and lawyers in xinjiang row #china  #chinazi #xijinping mafia the cancer of humanity #freexinjiang #freetibet #freehongkong #freetaiwan",:shit:
"Everyone need to read it, especially you have doubt about #Xinjiang ",:point_down:
"James Millward is a history prof in spooky Georgetown w specialty on Qing Dynasty #Xinjiang, apparently he is now an expert on virology as well",:thinking_face:
"At the same time, lawful religious activities have been protected more effectively through the promulgation and amendment of local regulations concerning religious affairs, including the Regulations of Xinjiang Uygur Autonomous Region on Religious Affairs. ",:arrow_down:
Happy hours in the happy #Xinjiang .,:smiley:
Is it??? Jsjs with your logic that's a xinjiang fans issue  making no sense,:sob:
"This is the scenery of Xinjiang, China. I hope you can come to China when you have the chance. There are many delicious and interesting places in China",:smile:
" i am happy to see that those white pigs can only use low-quality cotton instead of xinjiang cotton. they even do not realize the large gap between chinese products and others, what a joke!",:smiley:
 please stop using forced labor in xinjiang ,:cry:
 Inviteto Xinjiang for a debate? ,:sunglasses:
"Although there were some kingdoms &amp; khanates in Xinjiang in the past, they were all local regimes within the territory of China &amp; constituted part of the country; they were never independent countries. It is indisputable Xinjiang is an inseparable part of Chinese territory.",:arrow_down:
"#Traffic policemen in Xinjiang Don't be afraid,kid,uncle policemen is coming.",:thumbsup:
"sometimes i’m rlly confused about how someone who has never been to xinjiang can decide for the people whether their life is good or not through a news full of lies ppl can make a lot of money in the cotton picking season, even more than people in some big city enterprises",:sweat_smile:
 What is  pulls a fast one on Pakistan  n makes it new xinjiang:stuck_out_tongue_closed_eyes::zany_face:,:flag_for_China:
 This is a very fruitful reporting assignment in Xinjiang  And the news impact is global ,:smiley:
"But the original article you cited says that in 2021, Xinjiang's installed power grid capacity exceeded 100 million kW, including 35.61 million kW of renewable energy power generation capacity…  so even taking that at face value it’s just a little over a third.",:thinking_face:
" i will always support you, xinjiang cotton",:fire:
 It’s interesting how Xinjiang is injected into the scenario. Possible reason why China has been blocking a UNSC resolution on Ethiopia? Was Eritrea at war “to keep enslaved military working” for the last two decades? Did you know at all TPLF attacked NC of ENDF on 3 Nov 2020?,:thinking_face:
"#cotton #xinjiang bad news, where could cotton go?",:upside__down_face:
"nike, h;m face china fury over xinjiang cotton 'concerns' keep going  #handm #nike #china ",:blush:
I want sea food produced by Xinjiang ,:grinning:
"The history of Xinjiang shows that the coexistence of multiple religions with one or two predominant has always been a basic characteristic of the religious structure of Xinjiang, and blending and coexistence of different religions has been the norm there.",:arrow_down:
A picture secretly taken by the Xinjiang Judicial Administration and sent to ?  :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,:thinking_face:
Hash dan difficulty rate drop 35% ?? Hanya gara² Xinjiang blackout ?!,:flushed:
" xinjiang was visited by un delegation, muslim countries delegation and world bank, bbc and vice.. eu and usa refused to come.. there are new invitations for un.. but western media ignores it.. wonder why? ",:thinking_face:
" meanwhile, farmers in #xinjiang using similar farming machine to farm are accused of #forcedlabor. ",:sweat_smile:
"facts have proved that china's approach is correct. with no terrorist attacks, the people of xinjiang can finally have a peaceful, safe and stable living environment. you can read “the white paper on vocational education and training in xinjiang”. ",:point_down:
 show me the thousands walking out of china like the thousands fled syria and iraq show me the evidence please? all i see is a few satellite photos every muslim country visited xinjiang no genocide except from chinese enemies like indians thst watch too much tv ,:grinning:
"Prime Minister Jacinda Ardern’s ruling Labour Party insisted any reference to genocide was scrubbed out of the motion, ...​"""" Why​? :face_with_rolling_eyes::confused: #Xinjiang China slams New Zealand parliament’s motion on Uighur abuses via ",:thinking_face:
We don't want your 5G systems in .No Xinjiang here Stay in China,:flushed:
"the torture of muslims in middle eastern countries ... hey, the whole history of the west has been condensed. wait, what kind of idiot would believe this really happened in #xinjiang, #china ? 2/2 ",:thinking_face:
I  Xinjiang. Best wishes.,:heart:
#xinjiang farmers are happily picking cotton ,:smile:
" bbc's china correspondent has relocated from beijing to taiwan, after reporting on human rights abuses in xinjiang. his reporting was clearly upsetting regime... chinese state media global news accuses him of trying """"to throw mud at china's xinjiang policy",:eyes:
" if you travel to xinjiang, you must order slightly spicy food instead of medium or heavy spicy. don't ask how i know",:sob:
yang yang terminated his contract with puma because of the xinjiang issue.i feel sad.  it is one of his longest cfs. china really is a strong and scary market. you don't want to offend them.,:sob:
The cotton story didn’t go through so let’s make a new one #Xinjiang,:man_facepalming:
" #xinjiang  rumors, lies... permeate all corners of western media, those criticized china for all reasons even never visited china and know nothing about china...",:heart:
" We love Chin documents""""The Chin foreign ministry spokeswoman #HuaChunying was asked about this report. """"I wonder how the #ASPI arrived at its conclusion that #birthrate in #Xinjiang fell by 48.74% fr 2017 to 2019"""" Well, dearest Hua. We got there from the Nat Stat Yearbook.",:thumbsup:
chinese state media posted this. not sure if they are defending their xinjiang cotton picking ways as good or bad ,:thinking_face:
 if 1 million are detained in 85 identified camps within xinjiang then who is the lady in video ,:thinking_face:
#xinjiang $nke 125.44 low  sounds like #china is tired of turning #framers #peasant to factory workers $baba $aapl ,:eyes:
" lmao """"to the people of xinjiang"""" you mean to the huns who colonize the region and not to the native uighurs relegated to the rank of sub-citizens? just see the statistics. why is the uighur population steadily declining and the hun population increasing in the region?",:thinking_face:
#china targets uk with sanctions for #xinjiang ‘#disinformation’ foreign ministry says nine individuals and four groups subject to immediate sanctions and threatens further action. ,:point_right:
 wow  more xinjiang uyghur refuting falsely claims! from all their videos shows their homes  quite luxuries and spacious! that’s how their hard work lifted poverty! daily life of xinjiang uyghurs. ,:grinning:
hope u guys can go to xinjiang and have a look instead of hearsay #xinjiang ,:upside__down_face:
Lovely Xinjiang children,:heart:
" first make up a lie about xinjiang, and then use the lie as an excuse to impose sanctions. are you not disgusting?",:face_vomiting:
 firstpersonality acknowledging Xinjiang,:clap:
"we have part 3 now. us has sanctioned 2 ccp officials for genocide activity to uyghurs in xinjiang. i am happy to do a part 4. so, keep them coming...",:sunglasses:
