id,tweet,name,cotton,genocide,camps,olympics,sterilizations,humanright,muslim,faith,language
1462,Xinjiang’s terrific development ＆progress shouldn't be denied. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1463,Xinjiang is really a great place for sightseeing. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP  ,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1464,"Also being a German, what makes him so different from Adrian Zenz regarding the Xinjiang related issues?  @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP",Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1465,The claim of “genocide” in Xinjiang is ludicrous and can never be pinned on China. @MFA_China @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1466,Access to basic education has greatly improved in Xinjiang. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP  ,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1467,Xinjiang's economy has taken a great leap forward with it's GDP expanding more than 200 times over the past 60+ years. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1468,Healthcare saloons are one of popular types of self-employed business in Xinjiang. @Dxinjiang @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1469,"Xinjiang, what a place to go! @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP  ",Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1470,Ambassador Cong Peiwu held a press conference to elaborate on the issues involving Xinjiang. @ChinaEmbOttawa @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,CG Mme. LU Xu held an online dialogue on Xinjiang-related issues. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP    ,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1472,The desert in Xinjiang is turning into oasis thanks to decades of efforts.@ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1473,"The allegation of ""genocide"" in Xinjiang is the biggest lie in history. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP  ",Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1474,Here goes the analysis on how Zenz's report full of lies and distorted info about Xinjiang. @LiuXininBeijing @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1475,Xinjiang's folk music is an important component of the Chinese culture. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1476,Clean drinking water projects are among programs aiming at poverty lift in Xinjiang. @ChinaPlusNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1477,Locals feel confident about their future in Xinjiang. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs  @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP    ,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1478,"Cong Peiwu, Chinese Ambassador to Canada details position on the so-called Xinjiang-related motion. @ChinaEmbOttawa @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP",Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1479,"The fabulous night in Urumqi, capital city of Xinjiang Uyghur Autonomous Region.@XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP",Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1480,"Cong Peiwu, Chinese Ambassador to Canada is interviewed by OMNI TV on the Xinjiang-related issues. @ChinaEmbOttawa @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP",Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1481,"Lies about Xinjiang can fool some of the people some of the time, but cannot fool all the people all the time. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP",Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1482,The allegation of “forced labor” in Xinjiang is nothing but a political driven hype. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1483,Anyone with a fair mind will be welcome to visit Xinjiang. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1484,Xinjiang has achieved robust high-quality economic progress. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1485,Follow the locals to see what their real lives look like in Xinjiang. @SpokespersonCHN @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1486,Remarks of the Spokesperson of the Chinese Embassy in Canada on the Xinjiang-related motion passed by the House of Commons of Canada. @ChinaEmbOttawa @GaryAVidal @jameskcumming @MichelleRempel  @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1487,Please listen to the just and reasonable voices about Xinjiang. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @MichelleRempel @ShannonStubbsMP,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1488,@MichelleRempel The door is always opened for those who really want to know the real situation on human rights protection in Xinjiang. Relevant parties should abandon prejudices and correct their mistakes of passing the negative motions.,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1489,What makes you vote for the immoral parliament motion even never been to Xinjiang?  @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming @ShannonStubbsMP @MichelleRempel,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1490,The so-called  “genocide in Xinjiang” is purely lies concocted by right extremists. @CGTNOfficial @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald @UAlbertaChina @CAGlobalAffairs @GaryAVidal @jameskcumming,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1491,"If there was no Xinjiang, they would have picked up another or ""made"" one to target China by launching ""Smear Campaign"". @XHNews @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs @calgaryherald@GaryAVidal @jameskcumming",Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1492,"If you really care about Uygurs' education in Xinjiang, please listen to this.@XHNews @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs @calgaryherald",Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1493,"You can be indifferent to what really happened to the locals in Xinjiang,  but you can't be unfair and dishonest. @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald",Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1494,The UAE Ambassador is telling us a real Xinjiang according to his own experiences. @CGTNOfficial @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs @calgaryherald @aalyabhouni  ,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1495,Xinjiang remains a wonderful land both in the past and at present. It will definitely become better in the future.@globaltimesnews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1496,Don't be fooled by Pompeo's lies about Xinjiang.  @globaltimesnews @ctvnews @globalnews @cbcnews @globeandmail @calgaryherald,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1497,A grandma' story denounces the fabricated lies about Xinjiang. @SpokespersonCHN @ctvnews @globalnews @cbcnews @globeandmail@calgaryherald,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1498,Click to see how western media  twisted the true lives of Xinjiang citizens. @ChinaDaily @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs @calgaryherald,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1499,"The so-called ""forced labor in Xinjiang"" is nothing but a lie. @ChinaDaily @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs",Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1500,New clearance model accelerates Xinjiang's imports &amp; exports. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @CanadaWestFdn,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1501,The digital economy is growing rapidly in Xinjiang. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @CanadaWestFdn,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1502,Lies &amp; disinformation about Xinjiang will collapse by themselves. @zlj517 @MFA_China @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs @CanadaWestFdn,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1503,Please enjoy Xinjiang's feast of fruits.@ctvnews @DXinjiang @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1504,Villagers in Xinjiang have lived a better life by relocation. @XHNews @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1505,Please click to see how BBC fabricated lies about Xinjiang. @ChinaDaily @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1506,High birth rate of the Uygur population in Xinjiang speaks for itself. @XHNews @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1507,A REAL Xinjiang in the eyes of a French traveler. @LiuXininBeijing @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1508,Xinjiang speeds up the research and development of traditional Uygur medicines. @ChinaDaily @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1509,Please enjoy fantastic  rodeos in Xinjiang. @XHNews @ctvnews @globalnews @cbcnews @globeandmail @calgarystampede,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1510,No religious freedom? Please have a look at the Mosques in Xinjiang. @MFA_China @ctvnews @globalnews @cbcnews @globeandmail @CAGlobalAffairs @UAlbertaChina   ,Chinese Consulate General in Calgary,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1511,Transportation system got improved to facilitate development of Xinjiang. @VoiceofPD @ctvnews @globalnews @cbcnews @globeandmail @CanadaWestFdn,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1512,Transportation system got improved to facilitate development of Xinjiang. @VoiceofPD @ctvnews @globalnews @cbcnews @globeandmail @CanadaWestFdn,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,Let's enjoy street walking in Xinjiang.@CGTNOfficial @ctvnews @globalnews @cbcnews @globeandmail  ,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1514,See how BBC lied about Xinjiang. @globaltimesnews @ctvnews @globalnews @cbcnews @globeandmail @UAlbertaChina @CAGlobalAffairs @CanadaWestFdn  ,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1515,Growing Jujubes helps to protect environment and shake off poverty in Xinjiang. @XHNews @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1516,Xinjiang will build an opening-up pilot zone in a border prefecture. @Echinanews @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1517,A hardworking fig grower in Xinjiang enjoys a better life. @PDChina @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1518,Please enjoy the magnificent landscape of Xinjiang. @PDChina @ctvnews @globalnews @cbcnews @globeandmail,Chinese Consulate General in Calgary,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1519,Thank Cuba for delivering a joint statement on behalf of 64 countries to support China on Xinjiang related issues.,Chen Xu,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1520,We are glad to share the all-round achievements and people’s joyous life in Xinjiang Uygur Autonomous Region with colleagues in Geneva.,Chen Xu,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1521,"Chinese goverment always puts people's livelihood and wellbeing a priority of development , no matter in Xinjiang or other Chinese places.",Chen Xu,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1522,Genocide claim in Xinjiang a rumor fabricated with ulterior motives    ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1523,"Xinjiang, a land blessed with abundance of nature    ",Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1524,The efforts China made in Xinjiang's poverty alleviation shows genuine concern for the people's livelihood.   via @cgtnofficial,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1525,How Xinjiang is misunderstood  -       ,Chinese Embassy in Grenada,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1526,Xinhua Commentary: Lies over Xinjiang won't stop China's progress  -       ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1527,CPC's leadership leads to Xinjiang's anti-terrorism success   ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1528,A better life for all: International meeting on Xinjiang gives evidence of its growth     via @cgtnofficial,Chinese Embassy in Grenada,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1529,Xinjiang anti-terrorism efforts effective: Foreign political party leaders   ,Chinese Embassy in Grenada,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1530,"Xinjiang a land of harmony, prosperity, happiness  ",Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1531,Chinese FM refutes Western rumors about Xinjiang  ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1532,Fact Check: Lies on Xinjiang-related issues versus the truth   ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1533,Fake news on Xinjiang hurting Western media's credibility  ,Chinese Embassy in Grenada,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1534,Diplomats from some 50 countries join webinar on latest development in Xinjiang   via @cgtnofficial,Chinese Embassy in Grenada,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1535,"Xinjiang official refutes allegations, welcomes visits    via @cgtnofficial",Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1536,"Truth beats the falseful rhetoric from people with ulterior motives--they don't actually care about the livelihood of people in Xinjiang, but intend to get political mileage by fabricating stories.",Chinese Embassy in Grenada,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1537,Double standards of the BBC's 'forced labor' in Xinjiang  ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1538,"Time to stop fabricating ""forced labor"" lies on China's Xinjiang  ",Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1539,CGP report on Xinjiang labor is full of holes  ,Chinese Embassy in Grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1540,Historic success of eradicating absolute poverty in Xinjiang should hit the headlines  ,Chinese Embassy in Grenada,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1541,"A green miracle in 30 years: Kekeya, at the north edge of Taklimakan Desert in northwest China’s Xinjiang, was once a barren ravine. With over 76,866 hectares of artificial forest, it has now become the “green wall” on Gobi desert. 🌳🌳🌳 #GreenChina  ",Chinese Embassy in Fiji,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1542,"Glimpse at 🇨🇳#Xinjiang's unprecedented progress: 1⃣Over 3 million people out of poverty 2⃣7.2% annual growth of GDP, 9.1% of pc disposable income 3⃣Sharp population increase 4⃣All #humanrights of all have been fully protected 5⃣No single terrorist attacks in the past 4 years  ",Chinese Embassy in Trinidad and Tobago,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1543,"Ms. Tusongnisha Ali, a #Uygur woman who used to be a trainee of the vocational education and training center in China’s #Xinjiang, recently addressed the #UNHRC 45 for sharing her happy life. Let’s listen to her story.  ",FANG Qiu,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1544,"In #Xinjiang, people of all ethnic groups are encouraged to make friends with and help each other. With the help of Liu Liqun, Danagul Yasen's family now has easier access to medical services, employment opportunities, and education.",FANG Qiu,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1545,Boarding schools have helped locals in Xinjiang solve the practical difficulty of traveling long distances for school. Busarem Ubul Qasim and her daughter are among the beneficiaries.  ,FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1546,"Relocation is one of the major measures in China's poverty alleviation cause. Mehmet Ureyim, from the Kirgiz ethnic group, grew up in Southern Xinjiang's mountainous area. Now he has moved out of the mountainous area and started a new life in the city.  ",FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1547,"Hulsidem Ablikim, a junior in college, has become an Internet celebrity by introducing #Xinjiang. In her videos, you'll see natural beauty, taste nice food，experience diversified folk cultures, and the hospitality and kindness of local people.  ",FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1548,Pamir Bride and Painter! #Xinjiang,FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1549,"Mr. Abdusemi’s clothes store in Kashgar of China’s #Xinjiang! Through hard work and determination, he has made his dream come true! Small businesses are never small for dreams and potential. Wish him a bigger success and a better life in the future!  ",FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1550,"Mr. Hanahach Badel, a Kazakh herdsman bid farewell to his cattle and sheep, and turned to breeding camels🐫in a village in #Xinjiang, China🇨🇳. Take a look at his camel friend and find out why!  ",FANG Qiu,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1551,"Ending poverty is one of the priorities of the #2030SDG. This is Memetjan's story in🇨🇳#Xinjiang. At the eve of the #SpringFestival  ,all of Xinjiang’s 3m impoverished🧑‍🤝‍🧑 have been lifted out poverty. I'm sure he will see robust business over the festival!  ",FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1552,Having an 👀 on this #Uyghur beauty in🇨🇳#Xinjiang! Guess what she does? A police officer(thought she was a model)! Ethnic diversity is both the symbol for🇨🇳and🇹🇹. I'll share with u more about daily lives of average🇨🇳people in different areas and willing to hear about ur stories.  ,FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1553,"Happen to find this during my breakfast. Always glad to share good things. This is #Xinjiang, the shining pearl in NW🇨🇳. A must-go place! You are hardly to see this in western media. Already added this route to my next plan! Also want to explore more like this in T&amp;T!@TourismTT  ",FANG Qiu,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1554,"Yummy! Already fw it to our Chef! Naan🫓, known as a baked flatbread, like many Islamic countries🕌, is easily to find everywhere in 🇨🇳 #Xinjiang. It really reminds me of my time in Saudi Arabia🇸🇦! Can’t wait to have it in TT🇹🇹!  ",FANG Qiu,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1555,"These two groups of photos show women’s costume on the street of Kashgar, Xinjiang in 1989 and in the same city in 2021. It is a change brought by de-radicalization efforts in Xinjiang. You call this “genocide?”  ",Hu Xijin 胡锡进,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1556,"This is Urumqi, capital city of Xinjiang, at night. Is it different from what Westerners imagine? Some Western politicians have been spreading the lie that genocide is taking place in Xinjiang. It is a humiliation to this place and people there.  ",Hu Xijin 胡锡进,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1557,These are two groups of photos of Xinjiang people. On the left are a collection of photos of Xinjiang people in real life; on the right are photos from foreign media&amp;Western social media platforms. They are so different. The group on the left is real life; on the right is acting.,Hu Xijin 胡锡进,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1558,Terrorist attacks are gone in Xinjiang and peaceful life is back. This is the result China wants. But the West is nitpicking about how China achieved it as they don’t care the result. China and the West don’t have common language over Xinjiang due to their different standpoint.,Hu Xijin 胡锡进,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1559,"Born in 1886, this woman is the longest-living people in China. She is a Uygur from Xinjiang.  ",Hu Xijin 胡锡进,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1560,"Watch this vide. If “genocide against Uygurs” happens in Xinjiang , how could there be so sincere and touching farewell? “Genocide” is a label some Western extremists put on Xinjiang shamelessly. They are telling a huge lie.",Hu Xijin 胡锡进,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1561,"The BBC has published many ""exclusive reports"" on Xinjiang and Hong Kong, which are all false. I highly suspect that the BBC has been closely instigated by the intelligence agencies of the US and the UK. It has become a bastion of the Western public opinion war against China.",Hu Xijin 胡锡进,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1562,"After invading the North America, Europeans conducted genocide against native Americans. Modern US civilization has been built on the ruins of destroyed American Indian's. How shameful of you to label peaceful governance in Xinjiang genocide?",Hu Xijin 胡锡进,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1563,"On behalf of 64 countries, Cuba voiced its support for China's stances and measures on questions related to #Xinjiang at a #UNHumanRightsCouncil meeting on Friday.  ",China Plus News,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1564,"""The BBC has persistently shown bad faith in presenting #Xinjiang related issues. It has unreservedly sought to push an agenda on ideological grounds as opposed to empirical fact finding and reporting."" #BBC #lies @BBCNews     ",China Plus News,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1565,How a 'religious extremist' fabricates a #Xinjiang 'genocide' report.  ,China Plus News,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1566,"A poll shows that 75% of American #Muslims believe that the US society severely discriminates against Muslims.   As Harvard University Prof. Steve Kelman said, the only Muslims the US likes are the Muslims in #Xinjiang, &amp; Pompeo doesn't care about Muslims as he is anti-Muslim.",China Plus News,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1567,"In March 2019, China's Ministry of Water Resources rolled out a plan prioritizing safe drinking water in Xinjiang. #povertyalleviation   ",China Plus News,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1568,China's Poverty Relief Album in #Xinjiang. Past vs Present  ,China Plus News,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
